CustomerID,credit_risk_score,credit_risk_band,MonthlyIncome,fraud_risk_score,fraud_risk_band,txn_count_1h,hybrid_risk_score,hybrid_risk_status
1162,50,Low Risk,7225.5,50,Low Risk,2.183673469387755,50.0,Moderate
1163,50,Low Risk,6227.166666666667,50,Low Risk,2.3859649122807016,50.0,Moderate
1164,60,Low Risk,5607.818181818182,75,Low Risk,2.5901639344262297,67.5,Moderate
1165,60,Low Risk,6092.909090909091,50,Low Risk,2.2641509433962264,55.0,Moderate
1166,60,Low Risk,7185.807692307692,50,Low Risk,2.423076923076923,55.0,Moderate
1167,50,Low Risk,6393.807692307692,75,Low Risk,2.18,62.5,Moderate
1168,60,Low Risk,5937.653846153846,75,Low Risk,2.484848484848485,67.5,Moderate
1169,10,Low Risk,5117.9473684210525,65,Low Risk,2.2222222222222223,37.5,Standard
1170,50,Medium Risk,6336.571428571428,65,Low Risk,2.3125,57.5,Moderate
1171,60,Low Risk,6053.5,50,Low Risk,2.6231884057971016,55.0,Moderate
1172,60,Medium Risk,5346.333333333333,65,Low Risk,2.6031746031746033,62.5,Moderate
1173,60,Low Risk,8225.32,65,Low Risk,1.9622641509433962,62.5,Moderate
1174,50,Low Risk,4968.764705882353,50,Low Risk,2.392857142857143,50.0,Moderate
1175,60,Low Risk,6367.652173913043,65,Low Risk,2.3214285714285716,62.5,Moderate
1176,50,Low Risk,4877.1578947368425,50,Low Risk,2.5964912280701755,50.0,Moderate
1177,50,Low Risk,7925.277777777777,65,Low Risk,2.532258064516129,57.5,Moderate
1178,60,Low Risk,5741.586206896552,50,Low Risk,1.9523809523809523,55.0,Moderate
1179,60,Low Risk,5116.04347826087,90,Low Risk,2.480769230769231,75.0,Hypersensitive
1180,50,Low Risk,8363.25,65,Low Risk,2.618181818181818,57.5,Moderate
1181,60,Low Risk,4957.538461538462,50,Low Risk,2.8666666666666667,55.0,Moderate
1182,50,Low Risk,7583.681818181818,75,Low Risk,2.0943396226415096,62.5,Moderate
1183,60,Medium Risk,4838.055555555556,50,Low Risk,2.5806451612903225,55.0,Moderate
1184,60,Low Risk,6704.037037037037,50,Low Risk,2.1785714285714284,55.0,Moderate
1185,60,Low Risk,6305.076923076923,65,Low Risk,2.4655172413793105,62.5,Moderate
1186,50,Low Risk,6629.888888888889,65,Low Risk,2.6129032258064515,57.5,Moderate
1187,70,Low Risk,8864.65,50,Low Risk,1.9777777777777779,60.0,Moderate
1188,50,Low Risk,6185.9,50,Low Risk,2.283333333333333,50.0,Moderate
1189,50,Low Risk,9618.823529411764,55,Low Risk,2.8703703703703702,52.5,Moderate
1190,70,Low Risk,6568.761904761905,55,Low Risk,2.406779661016949,62.5,Moderate
1191,60,Low Risk,7242.294117647059,60,Low Risk,2.5254237288135593,60.0,Moderate
1192,50,Medium Risk,6753.85,65,Low Risk,2.53125,57.5,Moderate
1193,50,Medium Risk,7412.653846153846,50,Low Risk,2.4444444444444446,50.0,Moderate
1194,50,Low Risk,5276.9047619047615,50,Low Risk,2.838235294117647,50.0,Moderate
1195,60,Medium Risk,5270.0,50,Low Risk,2.130434782608696,55.0,Moderate
1196,60,Low Risk,6770.086956521739,65,Low Risk,2.5,62.5,Moderate
1197,60,Low Risk,5841.954545454545,90,Low Risk,2.066666666666667,75.0,Hypersensitive
1198,60,Low Risk,6654.363636363636,65,Low Risk,2.0816326530612246,62.5,Moderate
1199,50,Low Risk,5426.578947368421,65,Low Risk,2.230769230769231,57.5,Moderate
1200,50,Low Risk,7177.181818181818,50,Low Risk,2.36,50.0,Moderate
1201,60,Medium Risk,5913.555555555556,65,Low Risk,2.542372881355932,62.5,Moderate
1202,60,Low Risk,4965.944444444444,65,Low Risk,2.272727272727273,62.5,Moderate
1203,70,Low Risk,7026.173913043478,65,Low Risk,2.3846153846153846,67.5,Moderate
1204,60,Low Risk,6701.208333333333,90,Low Risk,2.0,75.0,Hypersensitive
1205,70,Low Risk,8578.434782608696,65,Low Risk,2.388888888888889,67.5,Moderate
1206,50,Low Risk,8078.8125,65,Low Risk,2.3137254901960786,57.5,Moderate
1207,60,Low Risk,7447.5,65,Low Risk,2.0851063829787235,62.5,Moderate
1208,60,Low Risk,5964.083333333333,65,Low Risk,2.4098360655737703,62.5,Moderate
1209,60,Low Risk,8650.958333333334,50,Low Risk,2.5535714285714284,55.0,Moderate
1210,60,Low Risk,7826.666666666667,50,Low Risk,2.4150943396226414,55.0,Moderate
1211,50,Low Risk,5553.888888888889,50,Low Risk,2.36734693877551,50.0,Moderate
1212,60,Low Risk,6794.631578947368,50,Low Risk,2.206896551724138,55.0,Moderate
1213,60,Low Risk,5578.1,65,Low Risk,2.2244897959183674,62.5,Moderate
1214,60,Low Risk,6424.809523809524,75,Low Risk,2.5,67.5,Moderate
1215,60,Low Risk,8064.6,50,Low Risk,2.0392156862745097,55.0,Moderate
1216,50,Medium Risk,6735.653846153846,65,Low Risk,2.4035087719298245,57.5,Moderate
1217,50,Medium Risk,7110.615384615385,65,Low Risk,2.463768115942029,57.5,Moderate
1218,50,Low Risk,5875.4375,75,Low Risk,2.8333333333333335,62.5,Moderate
1219,60,Low Risk,6426.863636363636,50,Low Risk,2.0172413793103448,55.0,Moderate
1220,50,Low Risk,7384.7037037037035,50,Low Risk,2.1458333333333335,50.0,Moderate
1221,60,Medium Risk,6561.9,50,Low Risk,2.5901639344262297,55.0,Moderate
1222,70,Medium Risk,5130.444444444444,65,Low Risk,2.0638297872340425,67.5,Moderate
1223,60,Low Risk,4744.388888888889,50,Low Risk,2.6507936507936507,55.0,Moderate
1224,60,Low Risk,4981.0,65,Low Risk,2.4339622641509435,62.5,Moderate
1225,50,Low Risk,5624.15,65,Low Risk,2.411764705882353,57.5,Moderate
1226,50,Low Risk,6357.090909090909,50,Low Risk,2.3492063492063493,50.0,Moderate
1227,50,Low Risk,7055.666666666667,50,Low Risk,2.8833333333333333,50.0,Moderate
1228,60,Low Risk,5353.45,90,Low Risk,2.1538461538461537,75.0,Hypersensitive
1229,60,Low Risk,5591.28,90,Low Risk,1.829268292682927,75.0,Hypersensitive
1230,50,Medium Risk,30654.333333333332,50,Low Risk,2.78125,50.0,Moderate
1231,60,Low Risk,7992.357142857143,50,Low Risk,2.3508771929824563,55.0,Moderate
1232,60,Low Risk,6739.0,50,Low Risk,2.71875,55.0,Moderate
1233,60,Medium Risk,5347.8,50,Low Risk,2.0851063829787235,55.0,Moderate
1234,50,Low Risk,6668.388888888889,50,Low Risk,1.9230769230769231,50.0,Moderate
1235,50,Medium Risk,9494.09090909091,60,Low Risk,2.4375,55.0,Moderate
1236,50,Medium Risk,6020.521739130435,65,Medium Risk,2.1346153846153846,57.5,Moderate
1237,50,Low Risk,6544.4,60,Low Risk,2.456140350877193,55.0,Moderate
1238,60,Low Risk,5506.75,65,Low Risk,2.7454545454545456,62.5,Moderate
1239,60,Low Risk,5415.69696969697,65,Low Risk,2.476923076923077,62.5,Moderate
1240,50,Low Risk,7034.0,75,Low Risk,2.625,62.5,Moderate
1241,50,Low Risk,5937.25,65,Low Risk,2.293103448275862,57.5,Moderate
1242,60,Low Risk,5790.5,90,Low Risk,2.6619718309859155,75.0,Hypersensitive
1243,50,Low Risk,5068.55,50,Low Risk,2.634920634920635,50.0,Moderate
1244,60,Low Risk,7472.038461538462,65,Low Risk,2.2545454545454544,62.5,Moderate
1245,50,Low Risk,5946.75,50,Low Risk,2.392857142857143,50.0,Moderate
1246,70,Low Risk,6643.2,55,Low Risk,2.26,62.5,Moderate
1247,50,Low Risk,6099.380952380952,65,Low Risk,2.1875,57.5,Moderate
1248,60,Medium Risk,5175.538461538462,65,Low Risk,2.293103448275862,62.5,Moderate
1249,50,Medium Risk,5735.583333333333,50,Low Risk,2.453125,50.0,Moderate
1250,60,Low Risk,6631.65,50,Low Risk,2.5806451612903225,55.0,Moderate
1251,50,Low Risk,7613.25,50,Low Risk,2.111111111111111,50.0,Moderate
1252,60,Low Risk,7258.565217391304,50,Low Risk,2.215686274509804,55.0,Moderate
1253,60,Low Risk,5645.05,50,Low Risk,2.607142857142857,55.0,Moderate
1254,50,Low Risk,5653.625,65,Low Risk,2.3125,57.5,Moderate
1255,50,Medium Risk,7124.684210526316,50,Low Risk,2.3461538461538463,50.0,Moderate
1256,60,Medium Risk,5957.088235294118,50,Low Risk,2.8813559322033897,55.0,Moderate
1257,50,Low Risk,6173.857142857143,55,Low Risk,2.421875,52.5,Moderate
1258,60,Medium Risk,5372.148148148148,50,Low Risk,2.2830188679245285,55.0,Moderate
1259,50,Low Risk,6055.916666666667,50,Low Risk,2.6226415094339623,50.0,Moderate
1260,50,Low Risk,5667.909090909091,75,Low Risk,2.6785714285714284,62.5,Moderate
1261,50,Low Risk,8908.304347826086,65,Low Risk,2.9178082191780823,57.5,Moderate
1262,60,Low Risk,8706.052631578947,50,Low Risk,2.4107142857142856,55.0,Moderate
1263,50,Low Risk,5256.652173913043,65,Low Risk,2.1346153846153846,57.5,Moderate
1264,60,Low Risk,6498.318181818182,55,Low Risk,2.189655172413793,57.5,Moderate
1265,60,Low Risk,7329.954545454545,55,Low Risk,2.1923076923076925,57.5,Moderate
1266,70,Medium Risk,6019.681818181818,50,Low Risk,2.622950819672131,60.0,Moderate
1267,50,Medium Risk,7339.75,55,Medium Risk,2.0434782608695654,52.5,Moderate
1268,60,Low Risk,6376.190476190476,65,Low Risk,2.4237288135593222,62.5,Moderate
1269,50,Low Risk,7030.5,50,Low Risk,1.8666666666666667,50.0,Moderate
1270,50,Low Risk,9400.666666666666,65,Low Risk,2.0377358490566038,57.5,Moderate
1271,50,Medium Risk,5961.2,90,Low Risk,2.596774193548387,70.0,Hypersensitive
1272,60,Low Risk,7110.25,65,Low Risk,2.838235294117647,62.5,Moderate
1273,60,Low Risk,6038.875,65,Low Risk,2.4444444444444446,62.5,Moderate
1274,60,Low Risk,5913.888888888889,50,Low Risk,2.3125,55.0,Moderate
1275,60,Low Risk,6636.08,50,Low Risk,2.5849056603773586,55.0,Moderate
1276,60,Low Risk,7326.086956521739,50,Low Risk,2.26,55.0,Moderate
1277,50,Low Risk,6299.966666666666,65,Low Risk,2.3703703703703702,57.5,Moderate
1278,60,Low Risk,7439.083333333333,75,Low Risk,2.8181818181818183,67.5,Moderate
1279,60,Low Risk,5216.727272727273,50,Low Risk,2.765625,55.0,Moderate
1280,50,Low Risk,13008.55,50,Low Risk,2.557377049180328,50.0,Moderate
1281,60,Low Risk,11037.722222222223,65,Low Risk,2.5,62.5,Moderate
1282,60,Low Risk,4868.608695652174,75,Low Risk,2.4262295081967213,67.5,Moderate
1283,60,Low Risk,7185.954545454545,50,Low Risk,2.789473684210526,55.0,Moderate
1284,60,Low Risk,5590.791666666667,75,Low Risk,2.43859649122807,67.5,Moderate
1285,50,Low Risk,5797.380952380952,50,Low Risk,2.310344827586207,50.0,Moderate
1286,50,Low Risk,5383.0,90,Low Risk,3.0847457627118646,70.0,Hypersensitive
1287,50,Medium Risk,8204.55,50,Low Risk,2.593220338983051,50.0,Moderate
1288,60,Medium Risk,5225.5,50,Low Risk,2.593220338983051,55.0,Moderate
1289,60,Low Risk,6763.375,75,Low Risk,2.5517241379310347,67.5,Moderate
1290,60,Low Risk,5813.833333333333,90,Low Risk,2.1403508771929824,75.0,Hypersensitive
1291,50,Low Risk,6763.5,50,Low Risk,1.9090909090909092,50.0,Moderate
1292,60,Low Risk,4797.148148148148,50,Low Risk,2.25,55.0,Moderate
1293,50,Low Risk,5900.588235294118,90,Low Risk,2.2142857142857144,70.0,Hypersensitive
1294,60,Medium Risk,5022.444444444444,60,Low Risk,2.3392857142857144,60.0,Moderate
1295,60,Low Risk,5927.210526315789,90,Low Risk,2.3275862068965516,75.0,Hypersensitive
1296,60,Low Risk,6052.210526315789,75,Low Risk,2.586206896551724,67.5,Moderate
1297,60,Medium Risk,5952.285714285715,65,Low Risk,2.3157894736842106,62.5,Moderate
1298,60,Medium Risk,5771.590909090909,90,Low Risk,3.1147540983606556,75.0,Hypersensitive
1299,60,Low Risk,6456.75,50,Low Risk,2.5272727272727273,55.0,Moderate
1300,60,Low Risk,4619.8,65,Low Risk,2.859375,62.5,Moderate
1301,60,Low Risk,5607.869565217391,75,Low Risk,2.4642857142857144,67.5,Moderate
1302,50,Low Risk,5731.5,65,Low Risk,2.4754098360655736,57.5,Moderate
1303,70,Low Risk,7032.4838709677415,75,Low Risk,2.8088235294117645,72.5,Hypersensitive
1304,50,Low Risk,4197.181818181818,65,Low Risk,2.4464285714285716,57.5,Moderate
1305,60,Low Risk,5104.722222222223,65,Low Risk,2.1481481481481484,62.5,Moderate
1306,60,Low Risk,7229.5,65,Low Risk,2.3859649122807016,62.5,Moderate
1307,50,Low Risk,6327.962962962963,90,Low Risk,2.5294117647058822,70.0,Hypersensitive
1308,60,Low Risk,6762.04347826087,50,Low Risk,2.26,55.0,Moderate
1309,50,Low Risk,5003.857142857143,65,Low Risk,2.1363636363636362,57.5,Moderate
1310,50,Low Risk,6626.473684210527,90,Low Risk,2.64,70.0,Hypersensitive
1311,60,Medium Risk,5582.888888888889,65,Low Risk,2.4615384615384617,62.5,Moderate
1312,60,Low Risk,6387.444444444444,50,Low Risk,2.4565217391304346,55.0,Moderate
1313,50,Low Risk,4897.666666666667,50,Low Risk,2.727272727272727,50.0,Moderate
1314,60,Medium Risk,8467.411764705883,50,Low Risk,2.1875,55.0,Moderate
1315,50,Low Risk,9768.70588235294,90,Low Risk,2.7183098591549295,70.0,Hypersensitive
1316,60,Low Risk,4790.884615384615,75,Low Risk,1.9523809523809523,67.5,Moderate
