Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class,transaction_hour,MerchantCategory,is_high_risk_merchant,City,transaction_amount_zscore,CustomerID,relative_day,transaction_velocity,fraud_risk_score,risk_reason_summary,datetime,txn_count_5min,txn_count_1h,risk_band
39978.0,0.530841181363099,-1.53737870926664,0.66599334938497,-0.424097638553013,-1.42347847101546,0.136865705830705,-0.36987543328481,0.222862747076092,1.83239788255722,-1.20479110966191,1.31873060665237,1.59116948187672,-0.672983068523439,0.0001358016550808,-0.138955774228212,-1.00097589720881,0.358071943677124,-0.07561624003917,0.684206150883934,0.4308786002315,0.107999327650687,-0.0353573476878069,-0.248619751929235,0.244079997881627,0.294026246781369,-0.760705096818779,0.050854647300171,0.0741907023109012,311.34,0,11.0,Utilities,0,Tokyo,0.8915331974964579,1000,0.0,2,0,,2024-01-01 11:06:18,1.0,3.0,Low Risk
41493.0,0.851535486815808,-0.308815382133738,-0.402680096622482,1.28232449742104,0.300940066540015,0.181239467433039,0.561998293762857,-0.152692872251154,-0.0583837399572587,-0.172278092592597,-1.0067642082,0.626963878183211,0.969072684186356,0.08915486686435,0.225920324135132,-0.441068494649075,-0.185390888618559,-0.686372166476298,-0.245398608712072,0.314354278711789,0.0751805388873918,-0.0122617745352934,-0.417382666698134,-0.714262039523732,0.832848414152816,-0.204372176171262,-0.0088380340995212,0.0403165868608693,213.0,0,11.0,Jewelry,1,Paris,0.498362091427714,1000,0.0,2,50,High Risk Merchant; Impossible Travel; ,2024-01-01 11:31:33,1.0,2.0,Medium Risk
43695.0,1.36481407727021,-1.68596334489806,1.3602755737558,-1.13956324162284,-1.77464097400066,1.60032900170523,-2.1402005555108,0.53188178154612,-0.508352273269335,1.11035855497983,-0.256379024764998,0.605446029036785,1.07148066726816,-1.66258054732876,-2.46577544651767,-1.02441936130753,0.98206831755946,0.0895127394793448,0.631136260246055,-0.304464432465067,-0.234470701237099,0.238199455681775,-0.121693061194967,-0.780276307998328,0.433324017862103,0.0181007463073072,0.13145849152895,0.0126347559425273,16.13,0,12.0,Electronics,1,New York,-0.2887397557530224,1000,0.0,2,50,High Risk Merchant; Impossible Travel; ,2024-01-01 12:08:15,1.0,2.0,Medium Risk
46176.0,1.31480792575454,0.308120177838199,-0.0525184677745424,0.499545041644844,0.0085725319841625,-0.600303005128051,0.0472948848283112,-0.13185538340807,0.138673104901648,-0.272092582275167,-0.871838636457318,-0.213013769652301,0.0516194456299414,-0.273867249124955,1.19062503363547,0.738481055228704,-0.292118098498102,0.0141981129498314,0.120136703219955,-0.0737452997733152,-0.346384014983716,-1.01095855237389,0.029253298649751,-0.504477806909909,0.317198613738088,0.147535096781652,-0.0263108873111386,0.0216520682780953,1.98,0,12.0,Electronics,1,London,-0.3453125760791636,1000,0.0,2,50,High Risk Merchant; Impossible Travel; ,2024-01-01 12:49:36,1.0,2.0,Medium Risk
49072.0,1.22284246758043,-0.574355371007988,-0.218975101815029,-0.721531781350497,-0.567553518418722,-0.774218326988886,0.0432745365679586,-0.260056705618011,-1.51946919766273,0.796613907395172,1.11354737480161,0.855573371737885,0.888500743865859,0.395111817963198,-0.0983100687220977,-1.19989255476993,-0.316193007134751,0.89331096840993,-0.102403886019218,-0.234939426276184,-0.651689585918115,-1.66212214804762,0.0893118515336012,-0.0028861609722765,0.098419644177889,0.697536270272554,-0.0992842329138237,0.0082978607460831,99.95,0,13.0,Utilities,0,New York,0.0463792406948331,1000,0.0,3,35,Impossible Travel; ,2024-01-01 13:37:52,1.0,2.0,Low Risk
49094.0,-1.43080607756926,2.04601858536144,-0.343094963546624,0.676572076874031,0.304955064599045,-0.600557125873108,0.445125538855182,0.350423866268116,-1.05465756851824,-0.115097406634209,-1.27373205587339,0.643816470875292,1.62564371730952,0.657910339425872,0.654178954552306,-0.223709665986792,-0.152982645252721,0.0366768056597076,0.869428557739416,-0.24353819397143,0.251537436804759,0.38222533033587,-0.183981551181214,-0.408416733790405,0.0580844716549248,-0.312452852858128,-0.754181521883992,0.0058735358860366,2.49,0,13.0,Grocery,0,Paris,-0.3432735556999176,1000,0.0,3,35,Impossible Travel; ,2024-01-01 13:38:14,2.0,3.0,Low Risk
50095.0,-0.503962136368819,1.64408015054992,-0.263427127431533,1.23893380847365,-0.132422395286314,0.747054949768996,-2.12236699033226,-5.04178544091126,-1.03035626812542,-1.50434763523766,1.52989197387254,0.299246443627341,-2.03011748529744,0.362139099115406,0.850629640525055,0.55375971125194,1.26286072760255,0.879420843010528,-0.407757953850147,1.17397268276648,-2.46884128575628,0.910295695020761,0.170332970599285,-0.154272535027206,0.487107444925466,-0.2378152814946,0.113318898148462,0.31938769424478,1.0,0,13.0,Grocery,0,Paris,-0.3492306936706561,1000,0.0,3,0,,2024-01-01 13:54:55,1.0,3.0,Low Risk
51636.0,-1.27494164281708,0.885421613664187,2.29506781049905,-0.979306772836357,-0.73857231701149,0.161831747569888,-0.293577558083941,0.832414966576137,-0.211643791116111,-0.954235515698671,1.30396390778479,1.25314695848662,0.348117986622852,-0.0342839096848277,-0.406283552960412,0.440649322581596,-0.192559816542022,-0.227121178350092,-0.586068745655318,-0.0223500136731492,0.0610818671036069,0.223513113971562,-0.149954530198467,0.288818286195285,0.0617925823606778,0.897896729052418,0.116495966881967,0.048659843683281,5.0,0,14.0,Electronics,1,New York,-0.3332383769706869,1000,0.0,2,50,High Risk Merchant; Impossible Travel; ,2024-01-01 14:20:36,1.0,4.0,Medium Risk
53153.0,1.06109998271313,-1.19717077455845,1.71564688645026,1.13823564164233,-1.90677079544175,0.987888271153736,-1.58985380659465,0.548035728068676,0.955074376169257,0.413321976000299,-1.82298414061349,-0.517799324432066,-1.97314036880255,-0.796133843045642,-1.26742165964467,-2.21503978288574,0.968314606671246,0.935362896662878,-0.945323106712238,-0.637300903406321,-0.396496358865114,-0.340326953544753,-0.0029575040420127,0.0316084899274772,0.286741696978029,-0.192153350068315,0.128710764763767,0.0443972216893146,58.7,0,14.0,Utilities,0,Paris,-0.1185415252735997,1000,0.0,2,35,Impossible Travel; ,2024-01-01 14:45:53,1.0,3.0,Low Risk
59929.0,1.32429523650599,0.335806074995863,-0.0981311292873814,0.464770037590917,0.110449162597525,-0.515521207572194,0.0737017059623527,-0.147953717137313,0.0824577904897644,-0.284537942069304,-0.914960493478325,-0.0271902076465267,0.50464808055206,-0.367298787714612,1.15294645178303,0.756283862334384,-0.364050432057974,0.0039081957624734,0.166320120639891,-0.0419605595109293,-0.350000794149358,-0.999710002322226,0.0079893753221457,-0.623141505200464,0.349136952254621,0.154170043150038,-0.0236691560188149,0.0212552229620582,1.98,0,16.0,Grocery,0,Tokyo,-0.3453125760791636,1000,0.0,2,0,,2024-01-01 16:38:49,1.0,1.0,Low Risk
60001.0,-1.56062396789867,-0.302449345027691,-0.605238507210236,-3.39036495776843,2.9164367136548,2.40844433745863,-0.112691978423605,0.859310471476162,-1.73753049851448,-0.181154272685989,-0.377163697892287,-0.99046278829716,-0.148045162614992,0.153439482679145,-0.501741945512382,1.64905383244831,-0.616704004590101,-1.18461290174849,-0.477895110172513,-0.025017675497464,0.172287993012382,0.0904780558580855,-0.765030718983583,1.05044057939563,1.01893235144805,-0.354694194793007,-0.333514107876265,-0.455238232413247,10.0,0,16.0,Electronics,1,Mumbai,-0.3132479810957253,1000,0.0,2,50,High Risk Merchant; Impossible Travel; ,2024-01-01 16:40:01,2.0,2.0,Medium Risk
66321.0,-2.68838795413318,1.46242302570064,-1.69802807270704,-4.84850357493981,1.49011240396538,3.2579798420472,-1.68519113580963,-2.33316382620295,1.51255643612005,-2.47984446780075,-0.687666130156875,1.22759788748321,-0.391510105314437,0.88906768409173,0.036525125286594,-0.117012006545937,-0.29436733064622,0.298984363225706,0.0979056295146626,-1.28146219826303,3.74995414008831,-1.741955177586,0.432022916066851,0.925251683803053,0.543677574687453,-1.20343522771167,-0.015486873056192,-0.0606984314401409,5.54,0,18.0,Grocery,0,Toronto,-0.331079414216191,1000,0.0,2,0,,2024-01-01 18:25:21,1.0,1.0,Low Risk
68359.0,1.20955642379227,-0.908387749349259,0.895178065344521,-0.627422269101137,-1.38942183865801,-0.237499882761441,-1.02151496564297,0.0599277713783813,-0.40419444437018,0.53571968775249,-0.101798301213974,-0.563685203168267,0.272957891541498,-0.399816006667224,1.37777083705511,1.19620680551602,0.338147477027571,-1.2859984315517,-0.155444957427219,0.185339970617602,0.446898787456362,1.1355346771752,-0.127694991303586,0.132366598026346,0.330216357206207,-0.0266338285711896,0.0418799622292026,0.033445260144837,74.99,0,18.0,Electronics,1,New York,-0.053412815512975,1000,0.0,2,50,High Risk Merchant; Impossible Travel; ,2024-01-01 18:59:19,1.0,2.0,Medium Risk
72904.0,-1.3385618452394,1.62529039719958,1.04713629688914,-0.225256385704445,0.0256264932020629,-0.283676410120443,0.478840693154771,-0.0044214683484572,-0.0664660720864965,0.579845217215361,1.94270471463796,0.719788427361052,-0.0997545041101306,-0.456322790858916,0.495241632321438,0.130679853951149,0.0677170733470916,-0.210468004874376,-0.252030354815213,0.133954627285815,-0.0886109273884818,-0.461774959110169,0.0566875423529933,0.162268229126342,-0.319625585158941,-0.0026027670494323,-0.45965325544844,0.134583980045793,4.48,0,20.0,Travel,0,New York,-0.3353173781416829,1000,0.0,3,0,,2024-01-01 20:15:04,1.0,1.0,Low Risk
73544.0,1.10517839710751,-1.17689068372761,0.797909757592913,-0.498774297345688,-1.44263333928354,-0.144509675619629,-0.896840123942074,-0.0546358905935372,-0.224350230629058,0.41130274181954,-0.84161063651821,-0.114761978520928,1.30795675698506,-0.900251783417612,0.308205653591832,1.3031698029414,0.0811667946356654,-0.951096968049138,0.59287896453092,0.454115219871148,0.376130280159791,0.872359280708641,-0.307989012265753,-0.0286997403913719,0.500732207662855,-0.0343785504891079,0.0274423149522382,0.0484828461622619,159.0,0,20.0,Utilities,0,Paris,0.2824658159781291,1000,0.0,3,35,Impossible Travel; ,2024-01-01 20:25:44,1.0,2.0,Low Risk
75351.0,-0.630636968310913,0.759192651760964,1.4486063317883,-0.0610415510065015,0.399570215329484,-1.00916836819442,1.33906117814372,-0.739691761267118,-0.063141660735221,0.30512509878666,-0.262785568807556,-0.454686605630919,-0.560127360647448,-0.09110969895632,0.807648084108502,-0.0676233299967296,-0.553675831191166,-0.698139435869031,0.262550932597149,-0.0861713918078882,-0.463977087677887,-1.14406570297546,0.158156386031022,0.320797216895546,-0.891046718110391,-0.330680201665416,-0.608570145762825,-0.248400602162173,36.0,0,20.0,Utilities,0,Sydney,-0.2092979225459252,1000,0.0,3,35,Impossible Travel; ,2024-01-01 20:55:51,1.0,3.0,Low Risk
76513.0,1.37941337560386,-0.538365570444052,-0.148691501177906,-1.08661420695249,-0.134227463387464,0.340754412323395,-0.541632140641152,0.0621629521579238,-1.15188104316492,0.729134894737788,0.776464762407695,0.17284709460369,0.912437027104071,-0.0594734023436041,0.23720924062572,1.28708133879891,-0.14970815830902,-1.2172898139011,0.973778840032772,0.162488929247743,0.0299930162598731,-0.0141648949976037,-0.119258793451273,-1.13206402581758,0.484028315763873,-0.259641900314573,0.0112856407959338,-0.0046958505793208,28.6,0,21.0,Grocery,0,London,-0.2388837084408683,1000,0.0,3,35,Impossible Travel; ,2024-01-01 21:15:13,1.0,3.0,Low Risk
76548.0,-0.62702128336786,1.08417492666743,0.87693002104697,0.908270340752411,-0.114727842113462,-0.43549398350999,0.203726248435596,0.509998051672158,-0.537866380717296,-0.425582700020034,-0.78323712668324,-0.905463453747993,-1.86456832311601,1.07734291250111,1.43770868964584,-0.40712008131971,0.371090233545673,-0.062823148320932,0.0812764556527959,-0.257017986629996,0.209956582109026,0.449809737991886,-0.0686157065139995,0.038999346755664,-0.374355162794166,-0.297212479492505,0.0550526654715892,0.0823390432027,4.64,0,21.0,Grocery,0,Toronto,-0.3346776854736841,1000,0.0,3,35,Impossible Travel; ,2024-01-01 21:15:48,2.0,4.0,Low Risk
76920.0,-8.35748232294958,-9.48337002654232,1.34141976526452,0.024843112054897,3.25352893629782,-4.44190985413239,-2.69957782425404,0.512060391698805,-1.55351063234024,1.14511499534152,-0.60761030845041,-1.29004981997888,0.13104796837268,-0.425761537158031,0.874413582086663,0.426418328820191,0.243099301318016,0.703972009183823,-0.351107414709794,-1.54028847238344,-0.585578903830245,0.947423793537536,7.15142499425023,0.540558918951497,2.22157579468827,0.121265390820734,1.16853854564926,-0.801675083409815,41.1,0,21.0,Grocery,0,Toronto,-0.1889077187534644,1000,0.0,3,0,,2024-01-01 21:22:00,1.0,5.0,Low Risk
81363.0,1.24400622796524,-0.904465326305821,0.752080161813574,-0.450680849238137,-1.49568321573061,-0.366014304624481,-0.876201765561907,0.156796350730589,-0.326302894528145,0.707881734453569,0.567077272972288,-0.143031919951962,-1.73327551656325,0.230907964415341,-0.642512460596857,-1.25619073159964,0.157512232145495,1.19717715872758,-0.0418941837136271,-0.535464413905756,-0.708391706228951,-1.63283739892651,0.23866791819301,0.270346630842293,-0.146135542059261,0.714763584500374,-0.0534311332368414,0.0077890102286381,39.95,0,22.0,Grocery,0,Toronto,-0.1935055098047055,1000,0.0,3,0,,2024-01-01 22:36:03,1.0,1.0,Low Risk
82137.0,-1.12451781271154,0.747870187655168,0.0100014817093219,1.85957408694824,2.5068515110879,-1.97782581941713,0.664422703423478,-0.314252882782874,-1.04744712129441,-1.51284152946962,1.38044696531397,-0.548589516759072,0.0352735541670178,-3.56041436549897,1.69543670151758,0.0307743604187127,3.40071903655248,1.05438500409086,-0.151532836052429,0.518174441549204,-0.0232777615384344,-0.0968389124998216,-0.153137333829115,0.0875216892232434,0.228303532800582,-0.192827398969436,-0.0359423140594984,-0.0064974208230947,1.0,0,22.0,Electronics,1,Paris,-0.3492306936706561,1000,0.0,3,50,High Risk Merchant; Impossible Travel; ,2024-01-01 22:48:57,1.0,2.0,Medium Risk
82211.0,-0.264968039375109,0.973381328487276,0.572789261934198,-0.450962627679957,0.852926469497583,0.313037076222819,0.522307521961906,0.229733012460933,-0.415172642874005,-0.317720185491102,-0.195510104554503,-0.388644991949485,-0.467711197420496,-0.176292609025917,0.407998763057871,1.12087159224088,-0.824687209549719,1.01962853445061,0.854882384678404,0.132081522625201,-0.334199280048283,-0.960889205031771,-0.228333152153567,-1.47257425890796,0.0132375178710434,0.164246499677688,0.233875155562311,0.0689506217937107,4.49,0,22.0,Grocery,0,Berlin,-0.335277397349933,1000,0.0,3,35,Impossible Travel; ,2024-01-01 22:50:11,2.0,3.0,Low Risk
82846.0,1.11218383730546,-0.619281624794901,0.859987484405046,0.594450678779176,-1.03277013285129,0.118242206098985,-0.643456740099876,0.0199739971311218,-0.622000179763489,0.586121989845029,-0.515876369489382,0.69243111294728,1.37250129984367,-0.438904888956329,0.450636741396844,-1.78514658541911,0.155064330204338,0.851559313776912,-1.50343670531944,-0.355456139770111,-0.158180645219876,0.110412639373643,-0.100255135728071,0.100069635268201,0.462890534576283,-0.204557335844899,0.0878813077823443,0.0459935858227181,82.0,0,23.0,Grocery,0,London,-0.0253862804962788,1000,0.0,2,35,Impossible Travel; ,2024-01-01 23:00:46,1.0,4.0,Low Risk
83923.0,0.864701180498873,-0.924494404729462,0.797626093852502,0.785307844358795,-1.27988937336504,-0.147667054971907,-0.38781408666242,-0.0415789209668199,-1.0642064936976,0.795015546599633,1.18012434309072,1.39673881836899,1.30945583496309,-0.173857307025988,-0.6065973227606,-1.34376686161695,-0.279014196755323,1.54974438383182,-0.926585569413825,-0.0750747975926421,-0.183258011529427,-0.33855488230621,-0.149125872787137,0.533942675090546,0.354558764526758,-0.390151611406555,0.0378364959973104,0.0626120251891533,203.22,0,23.0,Gambling,1,New York,0.4592608770962891,1000,0.0,2,50,High Risk Merchant; Impossible Travel; ,2024-01-01 23:18:43,1.0,5.0,Medium Risk
87452.0,2.04614229701181,-0.0920926554986919,-3.17617162340087,-0.611050519365528,2.69513399598846,3.00768161783691,-0.383770314005159,0.725423155027684,0.440171396166999,-0.454264902732699,0.410675022179027,0.0604201776037961,-0.19538002727255,-0.525435310491885,1.32104113215717,0.132074251497041,0.311559309217711,0.382228265530477,-0.556325394080599,-0.132032906811994,0.192344447194559,0.612809683931136,0.020248440313216,0.636771887826413,0.289802790478416,-0.080382738046251,0.0168345763201211,-0.037969022607362,2.36,0,0.0,Travel,0,Toronto,-0.3437933059926666,1000,1.0,1,35,Impossible Travel; ,2024-01-02 00:17:32,1.0,2.0,Low Risk
90279.0,-0.618970151229534,1.68587396587304,-0.236478975140532,1.20615918081085,0.670227919062731,-0.830428356876969,1.01029377658404,-0.0023954380018941,0.489615791425161,-0.493062687127837,-0.233954842231274,-2.32059967058851,1.68438330352987,2.15484006897705,-1.10965401700778,-1.14052341062482,1.07228548494092,-0.091947970662005,0.552027405890733,-0.116812743350715,0.0181410879849338,0.493098613793336,-0.180911933989953,-0.0512619619822223,0.0345634107922759,-0.42259847037579,0.167679574119206,0.163357463725145,16.34,0,1.0,Grocery,0,Berlin,-0.2879001591262741,1000,1.0,2,35,Impossible Travel; ,2024-01-02 01:04:39,1.0,2.0,Low Risk
90958.0,0.119339571410554,1.09583360242037,-0.35748906952842,-0.531751450195264,1.23960026572459,-0.218342309563803,0.758852395532015,-0.0076914799187004,0.97413526368762,-1.04613003474625,1.77132042840521,-1.93043456953966,1.76078983071006,0.571853222112702,-1.62522250967847,0.517471108392567,0.789730465640507,0.539484744602169,-0.104989278208149,-0.0043026972058174,-0.45301898287426,-0.9261998264031,0.0591285448346025,0.131154688533324,-0.445969629291187,0.0788911092043445,0.196239873215351,0.0645066750673621,0.89,0,1.0,Jewelry,1,Mumbai,-0.3496704823799053,1000,1.0,2,50,High Risk Merchant; Impossible Travel; ,2024-01-02 01:15:58,1.0,3.0,Medium Risk
97384.0,1.90420804163713,-0.50280174416908,0.119883646484662,0.381088128337722,-0.741211774492823,0.106999267762762,-0.992892048653682,0.0591823226136552,2.3089587422342,-0.256590208002833,1.56192236877588,-1.1603018241431,2.64750146622997,1.12506803245241,-0.730235452065044,0.907230469426925,-0.339730124871007,0.823884801598562,-0.0935239439520437,-0.0841105415275976,-0.0631606805276684,0.162766537716227,0.235171107664917,-0.416252148114545,-0.582880747798453,0.441606313726136,-0.0433902444307698,-0.0513175746230784,39.0,0,3.0,Electronics,1,Mumbai,-0.1973036850209482,1000,1.0,3,25,Illiquid Hours; High Risk Merchant; ,2024-01-02 03:03:04,1.0,1.0,Low Risk
97429.0,1.93602827272401,-0.391544088984531,0.45525779231824,0.673310395989029,-1.2178729322234,-0.703622572396887,-0.940000064247989,-0.103962790622978,2.59507958149047,-0.400065440532935,0.499731535906207,-1.86035939982374,2.06239769263858,1.07587553164381,-0.0347489830286113,0.495439498767132,0.235322959885919,0.122932874223958,-0.677790622862894,-0.204002787066377,-0.0820770488883635,0.169631170652488,0.375442122059023,0.434502361820959,-0.669983997356803,0.413045959682339,-0.0373849228238793,-0.0382188148248715,14.95,0,3.0,Grocery,0,Paris,-0.2934574891795133,1000,1.0,3,45,Illiquid Hours; Impossible Travel; ,2024-01-02 03:03:49,2.0,2.0,Medium Risk
98055.0,-0.968023613259041,2.24290890492732,-0.604013774575684,4.49935770194419,1.05296740339295,-0.0218014080431087,1.25156577263208,-1.4222946881517,-0.662416524022416,2.38103410448142,-0.117964346339471,-3.2855171306334,1.8713181327782,2.01646134456212,-0.257225693247233,-0.658130645889472,0.879263016411467,0.119388772536136,0.977986751728056,-0.214840795019568,0.782527230004659,0.512878610042504,0.0784402243356269,-0.143754294761177,-0.683608868255267,0.38642215825233,0.166417316770646,0.41457323121369,77.0,0,3.0,Grocery,0,Mumbai,-0.0453766763712404,1000,1.0,3,45,Illiquid Hours; Impossible Travel; ,2024-01-02 03:14:15,1.0,3.0,Medium Risk
119544.0,1.85592475066888,-0.428189300191977,-1.74659391333004,0.574077595557565,-0.021371562765115,-1.38552939716109,0.620755058204521,-0.457735636544272,0.476266589160366,0.0754673737670271,-1.00021850121235,-0.0329130940295669,-0.834545366319515,0.585213471475933,-0.352925918092974,-0.522230327089172,-0.0221439359027183,-0.737178936427774,0.161539786442506,-0.0414530957341146,0.0297286925441077,-0.0054761672501271,-0.0185597531225409,0.0941530447429535,0.108804413176744,0.547810695025099,-0.124126975334162,-0.0573319941964632,124.99,0,9.0,Jewelry,1,Tokyo,0.1464911432366406,1000,1.0,3,15,High Risk Merchant; ,2024-01-02 09:12:24,1.0,1.0,Low Risk
